city,country,housing,cost of living,startups,venture capital,travel connectivity,commute,business freedom,safety,healthcare,education,environmental quality,economy,taxation,internet access,leisure & culture,tolerance,outdoors,purchasing power index,climate index,lat,lng,iso3,population,mcmeal_combo,avg_monthly_net_salary,internet_60mbps,sun_jan,sun_feb,sun_mar,sun_apr,sun_may,sun_jun,sun_jul,sun_aug,sun_sep,sun_oct,sun_nov,sun_dec,sun_year,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,temp_year,happy_decibel_level,happy_traffic_density,happy_green_space_area,happy_air_quality_index,happy_happiness_score,happy_cost_of_living_index,happy_healthcare_index,median_speed(mbps)
Halifax,Canada,6.895000000000001,4.9430000000000005,3.624,2.2840000000000003,1.5699999999999998,5.402750000000001,8.966,7.188500000000001,7.885666666666666,5.42,7.618499999999999,5.8405000000000005,7.2745000000000015,6.123500000000001,3.942,7.853499999999999,4.023,92.7,59.0,44.6475,-63.5906,CAN,439819.0,8.89,3072.15,75.81,,,,,,,,,,,,,,"−4.1
(24.6)","−3.6
(25.5)","−0.2
(31.6)","4.9
(40.8)","10.1
(50.2)","15.2
(59.4)","18.8
(65.8)","19.1
(66.4)","15.5
(59.9)","9.9
(49.8)","4.8
(40.6)","−0.8
(30.6)","7.5
(45.5)",,,,,,,,
Hamburg,Germany,5.944500000000001,4.904,5.793999999999999,4.197,5.685000000000001,5.8265,9.072333333333331,6.4590000000000005,8.129999999999999,4.306500000000001,8.123999999999999,5.373500000000001,3.9035,5.560499999999999,6.3525,7.162999999999999,5.088,116.7,82.8,53.55,10.0,DEU,2496600.0,9.48,3164.03,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47
Hannover,Germany,7.754000000000001,6.000000000000001,1.0,0.0,5.646,6.5497499999999995,9.072333333333331,7.352500000000002,8.133666666666667,4.834,9.13125,5.373500000000001,3.9035,5.666,3.5255,7.266,4.2665,,,52.3667,9.7167,DEU,548186.0,8.43,2664.16,32.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Havana,Cuba,9.089,7.607999999999999,1.4975000000000005,0.0,1.919,0.0,1.643333333333333,8.6335,6.999666666666665,0.0,3.86225,2.5495000000000005,0.5,1.703,2.0700000000000003,8.7595,5.0225,,,23.1367,-82.3589,CUB,2089532.0,7.0,35.75,165.0,,,,,,,,,,,,,,"22.2
(72.0)","22.4
(72.3)","23.7
(74.7)","24.8
(76.6)","26.1
(79.0)","27.0
(80.6)","27.6
(81.7)","27.9
(82.2)","27.4
(81.3)","26.1
(79.0)","24.5
(76.1)","23.0
(73.4)","25.2
(77.4)",65.0,Medium,35.0,135.0,6.0,50.0,60.0,4.12
Helsinki,Finland,5.396000000000001,4.121,5.683,5.507,4.7505,5.77925,9.450666666666669,8.674000000000001,7.953666666666665,5.4544999999999995,9.301,3.921,4.8785,5.1034999999999995,7.054500000000001,7.501500000000001,4.797999999999999,111.7,62.8,60.1708,24.9375,FIN,1360075.0,9.72,2874.65,22.85,38.0,70.0,138.0,194.0,284.0,297.0,291.0,238.0,150.0,93.0,36.0,29.0,1858.0,"−3.9
(25.0)","−4.7
(23.5)","−1.3
(29.7)","3.9
(39.0)","10.2
(50.4)","14.6
(58.3)","17.8
(64.0)","16.3
(61.3)","11.5
(52.7)","6.6
(43.9)","1.6
(34.9)","−2.0
(28.4)","5.9
(42.6)",55.0,Low,90.0,20.0,8.4,90.0,95.0,182.11
Ho Chi Minh City,Vietnam,8.618,8.844000000000001,4.93,1.7390000000000003,2.08,5.1835,4.101666666666666,6.767500000000001,5.540333333333333,4.116499999999999,1.4197499999999998,4.8345,5.045,4.565,5.874000000000001,5.943499999999999,1.2575,,,10.7756,106.7019,VNM,15136000.0,4.08,487.51,11.48,245.0,246.0,272.0,239.0,195.0,171.0,180.0,172.0,162.0,182.0,200.0,226.0,2489.0,"26.0
(78.8)","26.8
(80.2)","28.0
(82.4)","29.2
(84.6)","28.8
(83.8)","27.8
(82.0)","27.5
(81.5)","27.4
(81.3)","27.2
(81.0)","27.0
(80.6)","26.7
(80.1)","26.0
(78.8)","27.4
(81.3)",90.0,Very High,5.0,240.0,2.8,40.0,50.0,53.01
Hong Kong,Hong Kong,1.0,4.967,8.343,8.314,3.679,5.54025,9.294333333333334,9.3505,4.154000000000001,9.711,4.53325,6.4825,8.380499999999998,6.2275,7.0585,7.152000000000001,5.796,109.3,83.6,22.3,114.2,HKG,7450000.0,5.52,2994.43,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,High,25.0,100.0,5.5,130.0,90.0,
Honolulu,United States,2.3415000000000004,2.867,4.1335,0.0,1.983,4.1617500000000005,8.671,6.8565000000000005,6.430999999999997,4.2805,6.094000000000001,6.5145,4.204,6.158,7.622999999999999,7.774000000000001,5.917500000000001,,,21.3294,-157.846,USA,346323.0,10.0,4091.19,66.61,213.5,212.7,259.2,251.8,280.6,286.1,306.2,303.1,278.8,244.0,200.4,199.5,3035.9,"22.9
(73.2)","22.9
(73.2)","23.7
(74.7)","24.6
(76.3)","25.6
(78.1)","26.8
(80.2)","27.4
(81.3)","27.8
(82.0)","27.6
(81.7)","26.8
(80.2)","25.4
(77.7)","23.8
(74.8)","25.4
(77.7)",,,,,,,,
Houston,United States,5.224500000000001,6.162,7.9345,4.474,4.338500000000001,4.03075,8.671,3.1289999999999996,6.379,4.928,5.304500000000001,6.5145,4.772,6.248499999999999,7.144,5.34,5.385999999999999,162.9,85.5,29.786,-95.3885,USA,6046392.0,9.0,5063.25,73.91,143.4,155.0,192.5,209.8,249.2,281.3,293.9,270.5,236.5,228.8,168.3,148.7,2577.9,"11.5
(52.7)","13.3
(56.0)","16.9
(62.4)","20.7
(69.2)","24.8
(76.6)","27.7
(81.9)","28.9
(84.0)","29.0
(84.2)","26.3
(79.4)","21.7
(71.1)","16.6
(61.9)","12.3
(54.1)","20.8
(69.4)",,,,,,,,
Hyderabad,India,10.0,10.0,8.724499999999999,3.585,3.841,4.632000000000001,3.617999999999999,8.1265,3.957333333333333,0.0,2.8405000000000005,5.5565,3.4145,5.540000000000001,4.271,4.132499999999999,3.2085000000000004,127.2,73.5,17.3617,78.4747,IND,10494000.0,5.53,531.45,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indianapolis,United States,6.266,5.478,5.503,3.96,1.6815000000000002,4.85875,8.671,3.968,6.151333333333332,3.6245,6.1605,6.5145,4.062,5.875500000000001,7.299,6.869999999999999,3.965,,,39.7771,-86.1458,USA,1740984.0,8.0,4562.61,72.62,132.1,145.7,178.3,214.8,264.7,287.2,295.2,273.7,232.6,196.6,117.1,102.4,2440.4,"−2.2
(28.1)","0.1
(32.2)","5.7
(42.3)","11.8
(53.2)","17.2
(62.9)","22.3
(72.2)","24.2
(75.5)","23.5
(74.3)","19.5
(67.1)","12.9
(55.2)","6.6
(43.8)","−0.1
(31.8)","11.8
(53.2)",,,,,,,,
Innsbruck,Austria,6.708,4.732,2.1254999999999997,0.0,5.569500000000001,6.3740000000000006,7.596,8.273,7.884666666666666,4.33,7.366,4.663,2.666,5.0595,4.4245,8.485499999999998,3.9635,,,47.2683,11.3933,AUT,130585.0,9.48,1965.3,37.92,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,Low,75.0,40.0,7.9,90.0,98.0,
Islamabad,Pakistan,,,,,,,,,,,,,,,,,,36.2,76.9,33.6931,73.0639,PAK,1014825.0,3.58,218.01,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,Very High,20.0,205.0,3.5,40.0,55.0,
Istanbul,Turkey,9.1375,8.787,6.9535,2.111,5.8355,4.06575,5.948333333333333,6.8935,6.839999999999998,2.1525,3.40475,4.093500000000001,4.323499999999999,3.5005,10.0,3.8925,5.7435,49.4,93.0,41.0136,28.955,TUR,14441000.0,4.29,383.04,8.9,71.0,88.0,133.0,180.0,251.0,300.0,322.0,295.0,243.0,164.0,102.0,68.0,2218.0,"5.7
(42.3)","5.7
(42.3)","7.0
(44.6)","11.1
(52.0)","15.7
(60.3)","20.4
(68.7)","22.9
(73.2)","23.1
(73.6)","19.8
(67.6)","15.6
(60.1)","11.5
(52.7)","8.0
(46.4)","13.9
(57.0)",75.0,High,45.0,85.0,6.8,75.0,70.0,45.24
Izmir,Turkey,,,,,,,,,,,,,,,,,,54.3,96.9,38.42,27.14,TUR,2965900.0,3.76,308.3,8.06,,,,,,,,,,,,,,"8.9
(48.0)","9.5
(49.1)","11.7
(53.1)","15.9
(60.6)","20.8
(69.4)","25.6
(78.1)","28.0
(82.4)","27.7
(81.9)","23.7
(74.7)","18.8
(65.8)","14.0
(57.2)","10.6
(51.1)","17.9
(64.2)",,,,,,,,
Jakarta,Indonesia,8.671,8.471,5.649500000000001,6.437,2.4885000000000006,3.640000000000001,4.028666666666666,7.0005,4.183999999999999,1.0275,2.4857500000000003,4.657500000000001,6.266,4.498999999999999,8.146,2.0665,7.202000000000001,,,-6.175,106.8275,IDN,33756000.0,3.57,509.12,31.57,189.1,180.8,238.7,255.0,260.4,255.0,282.1,294.5,300.7,279.0,231.0,217.0,2983.3,"26.1
(79.0)","26.1
(79.0)","26.4
(79.5)","27.0
(80.6)","27.2
(81.0)","26.7
(80.1)","26.4
(79.5)","26.7
(80.1)","27.0
(80.6)","27.2
(81.0)","27.0
(80.6)","26.4
(79.5)","26.7
(80.1)",85.0,Very High,10.0,245.0,3.0,35.0,45.0,
Jeddah,Saudi Arabia,,,,,,,,,,,,,,,,,,126.4,66.2,21.5428,39.1728,SAU,4697000.0,7.45,1689.77,70.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.54
Johannesburg,South Africa,8.012,7.575000000000001,4.937499999999999,1.467,3.2030000000000003,3.91575,4.732,5.165500000000001,3.6486666666666663,0.7585,4.325500000000001,2.7680000000000007,5.151,2.8375,4.4014999999999995,3.6605,2.9560000000000004,110.8,91.4,-26.2044,28.0456,ZAF,7860781.0,4.28,1502.75,49.89,250.1,224.8,238.8,236.9,276.0,266.9,283.9,284.1,280.8,269.5,248.7,263.9,3124.4,"19.5
(67.1)","19.0
(66.2)","18.0
(64.4)","15.3
(59.5)","12.6
(54.7)","9.6
(49.3)","10.0
(50.0)","12.5
(54.5)","15.9
(60.6)","17.1
(62.8)","17.9
(64.2)","19.0
(66.2)","15.5
(59.9)",70.0,High,20.0,60.0,6.7,55.0,70.0,63.06
Karlsruhe,Germany,7.764499999999998,5.294,2.994,1.299,4.7985,4.905499999999999,9.072333333333331,6.858,8.412,5.2075000000000005,7.7675,5.373500000000001,3.9035,4.5945,3.9865,8.337,4.588500000000001,,,49.0092,8.404,DEU,309964.0,9.45,2893.81,38.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathmandu,Nepal,10.0,9.445,3.2110000000000003,0.0,1.041,5.348999999999999,4.740333333333333,8.5055,4.115999999999999,0.0,1.0,4.496,5.513000000000002,2.201,5.039,9.129,3.798,,,27.71,85.32,NPL,845767.0,7.69,201.45,12.17,,,,,,,,,,,,,,"10.0
(50.0)","11.9
(53.4)","16.1
(61.0)","19.2
(66.6)","21.8
(71.2)","23.8
(74.8)","24.1
(75.4)","24.1
(75.4)","23.3
(73.9)","19.1
(66.4)","14.8
(58.6)","11.3
(52.3)","18.3
(64.9)",75.0,High,25.0,210.0,4.5,35.0,50.0,
Kiev,Ukraine,9.0845,9.817,4.0495,2.545,5.4875,5.16075,4.525333333333333,7.2555,4.850999999999999,0.5,3.6665,1.2755,5.478,6.041499999999999,8.419500000000001,6.827,5.348999999999999,,,50.45,30.5233,UKR,2952301.0,,,,31.0,57.0,124.0,180.0,279.0,270.0,310.0,248.0,210.0,155.0,60.0,31.0,1955.0,"−3.5
(25.7)","−3.0
(26.6)","1.8
(35.2)","9.3
(48.7)","15.5
(59.9)","18.5
(65.3)","20.5
(68.9)","19.7
(67.5)","14.2
(57.6)","8.4
(47.1)","1.9
(35.4)","−2.3
(27.9)","8.4
(47.1)",,,,,,,,16.81
Kingston,Jamaica,8.8955,5.937,2.648000000000001,0.0,0.8145000000000001,4.926750000000001,6.567666666666668,5.5275,6.677999999999999,0.0,3.02025,1.8295,6.073499999999999,4.483499999999999,4.2780000000000005,2.8434999999999997,3.3460000000000005,,,17.9714,-76.7931,JAM,580000.0,6.5,584.66,40.65,,,,,,,,,,,,,,"25.8
(78.4)","25.9
(78.6)","26.4
(79.5)","26.9
(80.4)","27.8
(82.0)","28.5
(83.3)","28.9
(84.0)","28.7
(83.7)","28.4
(83.1)","27.7
(81.9)","27.2
(81.0)","26.7
(80.1)","27.4
(81.3)",75.0,High,25.0,130.0,5.5,65.0,70.0,
Knoxville,United States,6.9754999999999985,6.447000000000001,3.5165,0.0,1.379,1.943,8.671,5.1295,6.421666666666667,4.212,3.72325,6.5145,4.772,7.092499999999999,4.495500000000001,5.4025,1.7525,,,35.9692,-83.9496,USA,618226.0,8.0,3950.0,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata,India,,,,,,,,,,,,,,,,,,69.0,60.9,22.5675,88.37,IND,21747000.0,3.68,532.21,7.47,203.9,201.2,225.8,235.4,227.1,123.1,93.1,104.9,116.2,182.6,190.8,203.4,2107.5,"20.1
(68.2)","22.8
(73.0)","27.6
(81.7)","30.5
(86.9)","31.3
(88.3)","30.4
(86.7)","29.1
(84.4)","28.8
(83.8)","28.8
(83.8)","27.5
(81.5)","23.7
(74.7)","20.3
(68.5)","26.7
(80.1)",,,,,,,,
Krakow,Poland,8.4245,8.509,4.534000000000001,2.11,2.9285000000000005,5.629,5.7043333333333335,8.521500000000001,6.853999999999999,4.6625000000000005,4.802,4.7615,5.0969999999999995,5.7875,7.839999999999999,4.592000000000001,4.3085,90.4,73.9,50.0614,19.9372,POL,804237.0,,,,,,,,,,,,,,,,,"−1.0
(30.2)","0.4
(32.7)","4.1
(39.4)","9.8
(49.6)","14.6
(58.3)","18.3
(64.9)","20.0
(68.0)","19.2
(66.6)","14.1
(57.4)","9.2
(48.6)","4.4
(39.9)","0.2
(32.4)","9.3
(48.7)",,,,,,,,93.07
Kuala Lumpur,Malaysia,8.663499999999999,8.238,5.542,4.245,3.5620000000000003,4.37975,7.597333333333332,5.880999999999999,5.950333333333333,2.527,3.869999999999999,6.339,6.1265,5.4615,7.166,1.528,5.738500000000001,95.4,56.6,3.1686,101.698,MYS,8911000.0,4.1,1290.67,25.49,,,,,,,,,,,,,,"26.9
(80.4)","27.3
(81.1)","27.6
(81.7)","27.7
(81.9)","28.0
(82.4)","27.9
(82.2)","27.4
(81.3)","27.5
(81.5)","27.2
(81.0)","27.1
(80.8)","26.8
(80.2)","26.7
(80.1)","27.3
(81.1)",75.0,High,25.0,160.0,5.2,55.0,60.0,129.42
Kuwait City,Kuwait,,,,,,,,,,,,,,,,,,124.1,20.2,29.3697,47.9783,KWT,2989000.0,6.52,1940.76,29.68,,,,,,,,,,,,,,"12.5
(54.5)","14.8
(58.6)","19.3
(66.7)","24.9
(76.8)","31.5
(88.7)","36.0
(96.8)","37.7
(99.9)","36.8
(98.2)","33.3
(91.9)","27.3
(81.1)","19.9
(67.8)","14.1
(57.4)","25.7
(78.3)",,,,,,,,225.3
Kyoto,Japan,3.765,0.0,1.3025,0.0,6.7945,2.5,8.389666666666667,10.0,9.078666666666669,6.241,6.435,3.7235,6.0329999999999995,3.712,8.153500000000001,7.663,1.6465,,,35.0117,135.7683,JPN,1463723.0,5.58,1968.01,31.64,,,,,,,,,,,,,,"4.6
(40.3)","5.1
(41.2)","8.4
(47.1)","14.2
(57.6)","19.0
(66.2)","23.0
(73.4)","26.8
(80.2)","28.2
(82.8)","24.1
(75.4)","17.8
(64.0)","12.1
(53.8)","7.0
(44.6)","15.8
(60.4)",,,,,,,,
La Paz,Bolivia,4.724,0.0,1.4975000000000005,0.0,1.3190000000000002,3.834249999999999,3.4819999999999993,6.750500000000001,4.315999999999999,0.0,1.73375,4.536,4.5489999999999995,1.548,1.525,6.292999999999999,5.499999999999999,,,-16.4958,-68.1333,BOL,321073.0,6.51,499.75,47.42,182.9,152.6,148.8,165.0,222.7,240.0,235.6,217.0,189.0,179.8,171.0,186.0,2288.9,"9.3
(48.7)","9.0
(48.2)","8.9
(48.0)","8.8
(47.8)","8.2
(46.8)","7.3
(45.1)","6.8
(44.2)","8.2
(46.8)","8.7
(47.7)","10.0
(50.0)","10.5
(50.9)","9.7
(49.5)","8.8
(47.8)",,,,,,,,9.15
Lagos,Nigeria,7.767,9.098,6.4335,2.5100000000000007,1.7479999999999998,3.56475,3.255666666666666,5.999499999999999,2.862333333333333,0.0,1.90725,5.061,6.2155000000000005,1.634,1.3585,1.406,3.8245,,,6.455,3.3841,NGA,16637000.0,6.75,214.64,52.83,164.3,169.5,173.6,180.0,176.7,114.0,99.2,108.5,114.0,167.4,186.0,192.2,1845.4,"27.3
(81.1)","28.5
(83.3)","28.5
(83.3)","28
(82)","27.1
(80.8)","25.6
(78.1)","25.3
(77.5)","25.1
(77.2)","25.5
(77.9)","26.4
(79.5)","27.2
(81.0)","27.2
(81.0)","26.8
(80.2)",,,,,,,,44.1
Las Palmas de Gran Canaria,Spain,8.232000000000001,7.717,1.5835,0.0,4.323499999999999,0.0,7.1196666666666655,9.1545,9.214333333333332,3.759000000000001,6.860499999999999,4.296,3.894000000000001,6.195500000000001,2.8145,9.7185,5.5375000000000005,,,28.1258,-15.4353,ESP,635000.0,,,,,,,,,,,,,,,,,"18.1
(64.6)","18.4
(65.1)","19.3
(66.7)","19.5
(67.1)","20.5
(68.9)","22.2
(72.0)","23.8
(74.8)","24.6
(76.3)","24.3
(75.7)","23.1
(73.6)","21.2
(70.2)","19.3
(66.7)","21.2
(70.2)",,,,,,,,
Lausanne,Switzerland,4.0755,1.0,3.822,3.308,6.5145,5.85825,8.888,8.032499999999999,7.351999999999999,6.622,8.809750000000001,6.552,6.4285000000000005,4.146,4.222,8.4535,5.337999999999999,,,46.52,6.6333,CHE,141418.0,16.03,5400.51,59.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leeds,United Kingdom,6.811,5.3629999999999995,3.3605,4.423,6.595000000000001,5.1057500000000005,8.991999999999999,7.731,8.633666666666667,4.9825,5.922000000000001,5.438,5.9545,7.3295,3.7435,7.214,1.2955,,,53.7975,-1.5436,GBR,536280.0,7.38,2780.58,40.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Germany,8.177,5.9110000000000005,2.7065,0.0,4.337,6.01375,9.072333333333331,7.277000000000001,7.300333333333332,4.306500000000001,9.03275,5.373500000000001,3.9035,5.646500000000001,4.5264999999999995,7.1935,4.747000000000001,,,51.34,12.375,DEU,619879.0,8.43,2231.31,39.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lille,France,7.532000000000001,5.399000000000001,3.2585,2.381,6.020000000000001,2.29375,8.088333333333333,6.942,9.071,4.3934999999999995,4.2395,4.2045,2.648000000000001,3.826999999999999,5.1095000000000015,7.202999999999999,2.2925000000000004,,,50.6278,3.0583,FRA,238695.0,9.48,2678.23,32.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima,Peru,8.712,8.496,3.8835,1.65,2.012,4.7589999999999995,5.001666666666667,5.2905,5.710666666666665,0.5,2.48075,3.1625000000000005,6.524,2.41,6.8085,6.0805,5.388000000000001,,,-12.06,-77.0375,PER,10320000.0,5.22,489.76,30.91,179.1,169.0,139.2,184.0,116.4,50.6,28.6,32.3,37.3,65.3,89.0,139.2,1230.0,"22.1
(71.8)","22.7
(72.9)","22.2
(72.0)","20.6
(69.1)","18.8
(65.8)","17.5
(63.5)","16.7
(62.1)","16.2
(61.2)","16.4
(61.5)","17.3
(63.1)","18.7
(65.7)","20.7
(69.3)","19.2
(66.6)",75.0,Very High,25.0,100.0,4.2,55.0,60.0,20.32
Limassol,Cyprus,,,,,,,,,,,,,,,,,,76.3,95.7,34.6747,33.0442,CYP,235056.0,7.38,1573.19,37.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisbon,Portugal,6.734000000000001,7.004000000000001,6.022,3.194,4.191000000000001,5.31575,8.238666666666665,8.438,7.860333333333332,4.48,6.4115,3.483,4.1575,6.394000000000001,7.833500000000001,9.597,5.690999999999999,55.7,98.6,38.7122,-9.134,PRT,548703.0,7.38,1125.31,35.58,143.0,157.0,208.0,234.0,291.0,303.0,353.0,344.0,261.0,214.0,156.0,143.0,2806.0,"11.6
(52.9)","12.7
(54.9)","14.9
(58.8)","15.9
(60.6)","18.0
(64.4)","21.2
(70.2)","23.1
(73.6)","23.5
(74.3)","22.1
(71.8)","18.8
(65.8)","15.0
(59.0)","12.4
(54.3)","17.5
(63.5)",55.0,Low,70.0,40.0,7.8,75.0,82.0,225.93
Liverpool,United Kingdom,7.485,6.02,3.5589999999999993,2.355,6.649500000000001,4.5409999999999995,8.991999999999999,7.7285,9.027666666666669,4.872,7.275250000000001,5.438,5.9545,8.994,5.393,7.451,5.458500000000001,,,53.4072,-2.9917,GBR,513441.0,7.38,2263.4,37.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ljubljana,Slovenia,8.214000000000002,6.749000000000001,4.088000000000001,1.2300000000000002,2.293,5.69875,7.676666666666666,8.953,7.671666666666668,4.851999999999999,8.661750000000001,4.7205,4.8100000000000005,5.4895000000000005,4.7989999999999995,8.184000000000001,1.8225,80.2,76.1,46.0514,14.5061,SVN,284293.0,6.53,1392.17,34.72,71.0,114.0,149.0,178.0,235.0,246.0,293.0,264.0,183.0,120.0,66.0,56.0,1974.0,"0.3
(32.5)","1.9
(35.4)","6.5
(43.7)","10.8
(51.4)","15.8
(60.4)","19.1
(66.4)","21.3
(70.3)","20.6
(69.1)","16.0
(60.8)","11.2
(52.2)","5.6
(42.1)","1.2
(34.2)","10.9
(51.6)",,,,,,,,
London,United Kingdom,1.0,3.94,10.0,9.859,9.4025,5.3955,8.991999999999999,7.243500000000001,8.017999999999999,9.027,5.547750000000001,5.438,5.9545,5.8455,9.4555,6.573,5.374499999999999,115.3,88.3,51.5072,-0.1275,GBR,11262000.0,8.61,4033.84,35.92,62.0,78.0,115.0,169.0,199.0,204.0,212.0,205.0,149.0,117.0,73.0,52.0,1633.0,"5.2
(41.4)","5.3
(41.5)","7.6
(45.7)","9.9
(49.8)","13.3
(55.9)","16.5
(61.7)","18.7
(65.7)","18.5
(65.3)","15.7
(60.3)","12.0
(53.6)","8.0
(46.4)","5.5
(41.9)","11.3
(52.3)",55.0,High,50.0,60.0,7.2,110.0,85.0,89.14
Los Angeles,United States,1.5275,4.556000000000001,10.0,10.0,3.9585,3.677000000000001,8.574666666666667,5.705,6.027333333333332,8.6245,4.7315000000000005,6.5145,4.7675,5.496500000000001,9.196,6.959999999999999,6.747,122.9,95.5,34.1141,-118.4068,USA,11885717.0,10.0,5456.15,67.95,225.3,222.5,267.0,303.5,276.2,275.8,364.1,349.5,278.5,255.1,217.3,219.4,3254.2,"14.4
(58.0)","14.9
(58.9)","15.9
(60.6)","17.3
(63.1)","18.8
(65.8)","20.7
(69.2)","22.9
(73.3)","23.5
(74.3)","22.8
(73.1)","20.3
(68.6)","16.9
(62.4)","14.2
(57.6)","18.6
(65.4)",65.0,Medium,40.0,50.0,6.8,90.0,75.0,186.99
Luxembourg,Luxembourg,2.4530000000000003,3.411,3.307500000000001,1.8990000000000005,4.5805,5.8445,7.856666666666666,8.627999999999998,8.220333333333333,3.4795,8.57625,7.473000000000001,7.151,5.458,4.495500000000001,8.8045,1.475,175.9,82.6,49.6117,6.1319,LUX,132780.0,10.54,4272.11,56.49,43.0,82.0,118.0,165.0,208.0,210.0,232.5,208.0,159.0,108.5,57.0,43.0,1634.0,"0.8
(33.4)","1.6
(34.9)","5.2
(41.4)","8.7
(47.7)","13.0
(55.4)","15.9
(60.6)","18.2
(64.8)","17.7
(63.9)","13.9
(57.0)","9.5
(49.1)","4.7
(40.5)","1.8
(35.2)","9.3
(48.7)",,,,,,,,
Lviv,Ukraine,9.778,10.0,4.204,0.0,3.7615,5.485250000000001,4.525333333333333,7.822,4.869999999999999,0.0,4.82525,1.2755,5.478,5.055999999999999,7.0585,6.715999999999999,4.436000000000001,44.5,69.6,49.8425,24.0322,UKR,717273.0,4.08,454.48,4.73,,,,,,,,,,,,,,"−3.1
(26.4)","−2.2
(28.0)","1.9
(35.4)","8.3
(46.9)","13.8
(56.8)","16.4
(61.5)","18.3
(64.9)","17.7
(63.9)","13.0
(55.4)","8.1
(46.6)","2.6
(36.7)","−1.8
(28.8)","7.8
(46.0)",,,,,,,,
Lyon,France,6.697000000000001,4.349,4.4995,3.083,5.963000000000001,5.18525,8.088333333333333,7.134499999999999,8.641666666666666,4.5805,6.54325,4.2045,2.648000000000001,9.403,5.987500000000001,6.5169999999999995,5.373500000000001,,,45.76,4.84,FRA,520774.0,10.54,2714.26,38.89,74.0,101.0,170.0,191.0,221.0,254.0,283.0,253.0,195.0,130.0,76.0,54.0,2002.0,"3.4
(38.1)","4.8
(40.6)","8.4
(47.1)","11.4
(52.5)","15.8
(60.4)","19.4
(66.9)","22.1
(71.8)","21.6
(70.9)","17.6
(63.7)","13.4
(56.1)","7.5
(45.5)","4.3
(39.7)","12.5
(54.5)",60.0,High,45.0,65.0,7.1,80.0,82.0,125.22
Madrid,Spain,6.414000000000001,6.2490000000000006,0.0,4.79,5.8555,5.285750000000001,7.1196666666666655,7.7925,8.916333333333332,4.291500000000001,5.5655,4.296,3.894000000000001,6.241,9.338,7.665000000000001,6.22,92.6,85.5,40.4169,-3.7033,ESP,6211000.0,8.43,2089.54,38.1,148.0,157.0,214.0,231.0,272.0,310.0,359.0,335.0,261.0,198.0,157.0,124.0,2769.0,"6.3
(43.3)","7.9
(46.2)","11.2
(52.2)","12.9
(55.2)","16.7
(62.1)","22.2
(72.0)","25.6
(78.1)","25.1
(77.2)","20.9
(69.6)","15.1
(59.2)","9.9
(49.8)","6.9
(44.4)","15.0
(59.0)",65.0,High,40.0,70.0,7.0,85.0,77.0,88.59
Malaga,Spain,8.0515,7.375,2.4585,0.0,4.3605,5.78275,7.1196666666666655,7.693,8.655666666666667,3.759000000000001,8.108250000000002,4.296,3.894000000000001,6.1895,6.389,7.5005,5.784000000000001,,,36.7194,-4.42,ESP,967250.0,8.43,1766.37,34.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malmo,Sweden,7.263000000000001,5.57,3.645,2.683,4.7675,5.646750000000001,9.568999999999996,6.598000000000001,8.215,3.893,9.2055,5.694499999999999,2.7495000000000003,8.219999999999999,2.3445,5.304,4.524,,,55.5833,13.0333,SWE,360249.0,8.23,2757.26,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managua,Nicaragua,4.7855,0.0,1.866,0.0,0.6075,0.0,4.600333333333333,7.774500000000001,6.403666666666666,0.0,3.3405,3.9395,3.2544999999999997,1.177,1.837,9.239,1.4335,,,12.1364,-86.2514,NIC,1051236.0,5.5,358.51,58.25,263.5,254.2,291.4,276.0,229.4,186.0,151.9,195.3,210.0,223.2,231.0,248.0,2759.9,"26.3
(79.3)","27.2
(81.0)","28.5
(83.3)","29.3
(84.7)","29.3
(84.7)","27.2
(81.0)","26.8
(80.2)","27.2
(81.0)","26.8
(80.2)","26.5
(79.7)","26.3
(79.3)","26.2
(79.2)","27.3
(81.1)",,,,,,,,22.83
